,frankenstein,dracula,treasure_island,monte_cristo,republic,communist_manifesto
hide,7,8,2,9,0,0
vainly,4,0,0,11,4,0
conjectured,7,0,0,0,0,0
torches,1,0,0,8,1,0
exposed,4,3,7,12,2,1
dews,2,0,0,3,0,0
anguish,24,4,0,25,0,0
grass,5,7,3,11,0,0
print,2,1,5,0,0,0
murder,22,7,3,29,4,0
finger,2,13,2,33,20,0
neck,9,32,13,24,1,0
conveyed,5,2,0,21,4,0
betrayed,2,2,1,22,2,0
prevent,5,7,1,49,14,0
persisted,1,0,0,6,0,0
hastily,5,0,1,48,0,0
examined,6,7,0,41,1,0
clasping,2,0,0,17,0,0
weep,11,1,1,10,0,0
sigh,1,9,1,40,0,0
teased,1,0,0,0,0,0
wear,1,5,2,13,3,0
miniature,2,1,0,0,0,0
temptation,3,1,0,2,5,0
murderer,27,0,1,16,2,0
deed,5,1,1,17,10,0
trace,9,13,2,17,11,1
unremitted,1,0,0,0,0,0
weeps,1,1,0,1,0,0
accuses,1,0,0,0,0,0
unjustly,2,0,0,1,5,0
pierce,1,1,0,10,0,0
motive,2,4,0,19,9,0
youngest,1,0,1,1,1,0
brooding,1,5,0,2,0,0
vengeance,21,1,2,38,1,0
assassin,2,0,0,31,0,0
heal,1,1,0,0,1,0
festering,1,0,0,0,1,0
minds,5,5,5,16,49,0
hatred,14,0,0,32,4,1
enemies,7,4,3,36,60,3
alphonse,1,0,0,0,0,0
receiving,4,0,1,15,17,0
motioned,1,16,2,14,0,0
extremest,2,0,1,0,0,0
gushed,2,1,0,1,0,0
offer,4,2,4,68,18,1
horses,3,56,7,128,13,0
sleeps,1,12,0,3,0,0
joyous,3,0,0,10,0,0
untimely,2,0,0,0,0,0
loss,4,8,0,25,11,1
radiant,3,2,1,7,1,0
innocence,18,0,1,17,4,1
mourn,3,1,0,3,0,0
pang,2,2,1,5,1,0
sod,1,0,0,0,0,0
covers,1,1,0,4,0,0
reserve,2,0,1,8,2,0
survivors,2,0,2,1,0,0
cabriolet,1,0,0,15,0,0
bade,4,4,3,14,3,0
sorrowing,1,3,0,0,2,0
slackened,1,0,0,0,0,0
crowded,2,2,0,5,2,1
desolating,1,0,0,0,0,0
alterations,1,0,0,1,0,0
tranquilly,1,0,0,2,0,0
decisive,2,0,0,2,1,1
advance,2,6,3,26,9,3
dreading,1,0,0,2,0,0
nameless,1,0,0,0,3,0
define,1,0,0,0,8,0
lausanne,1,0,0,0,0,0
waters,11,7,3,9,4,0
snowy,7,5,0,0,0,0
palaces,2,0,0,9,0,0
narrower,1,0,1,1,2,0
approached,19,1,2,89,0,0
mont,12,0,0,3,0,0
blanc,8,0,0,6,0,0
summits,5,0,1,0,0,0
prognosticate,1,0,0,0,0,0
unhappiness,4,0,0,4,3,0
tedious,4,0,0,8,3,0
preliminary,1,1,0,3,4,0
comparative,1,2,1,0,8,0
beholding,3,0,0,4,2,0
thy,18,0,0,20,1,0
streams,3,2,0,2,0,0
gloomily,1,0,0,0,0,0
foresaw,1,0,0,2,4,0
obscurely,1,0,0,1,0,0
prophesied,1,0,0,1,0,0
hundredth,1,0,0,4,0,0
secheron,1,0,0,0,0,0
spot,20,10,27,90,12,0
cross,3,17,10,34,1,0
lightning,4,4,0,21,1,0
figures,1,12,0,13,22,0
landing,2,1,4,30,0,0
hill,2,14,34,9,3,0
clouded,4,1,0,7,0,0
drops,5,4,0,34,1,0
terrific,7,1,0,2,0,0
crash,1,5,0,2,0,0
echoed,2,1,4,2,1,0
sal,4,0,0,0,0,0
ve,4,16,75,2,0,0
juras,1,0,0,0,0,0
alps,5,0,0,1,0,0
savoy,1,0,0,0,0,0
flashes,2,0,2,1,0,0
dazzled,1,0,0,12,5,0
illuminating,1,0,0,0,0,0
sheet,1,7,3,20,0,0
pitchy,1,0,0,0,0,0
flash,3,5,3,13,0,0
switzerland,10,2,0,3,0,1
hung,6,5,20,49,1,0
exactly,3,16,6,48,36,0
lies,4,22,7,4,9,1
promontory,4,0,1,2,0,0
cop,1,0,0,0,0,0
t,1,251,237,108,9,1
faint,2,17,7,29,9,0
darkened,3,0,1,6,4,0
disclosed,2,0,1,5,0,1
le,1,1,0,21,0,0
peaked,1,0,1,0,0,0
wandered,14,0,2,7,0,0
hasty,2,1,0,11,1,0
war,2,5,5,25,102,4
elevated,6,0,0,9,3,0
clasped,1,4,1,21,0,0
funeral,4,11,3,16,2,0
dirge,1,0,0,0,0,0
stole,4,8,3,5,0,0
clump,1,2,1,11,0,0
intently,2,7,0,7,0,0
illuminated,2,0,0,9,0,0
deformity,8,0,0,1,6,0
belongs,1,2,0,15,10,1
shuddered,5,7,0,40,0,0
lean,2,2,0,6,3,0
mere,3,10,7,32,44,8
devil,10,15,9,35,0,0
rocks,3,9,6,33,1,0
perpendicular,2,0,0,0,1,0
ascent,3,0,1,1,8,0
south,6,22,21,30,0,0
impenetrable,3,0,0,4,0,0
bedside,1,4,0,3,0,0
depraved,2,0,0,1,1,0
carnage,1,0,0,0,0,0
inconvenience,1,0,0,8,0,0
cast,12,3,5,77,16,1
endowed,4,0,0,6,0,0
vampire,1,28,0,9,0,0
precipices,7,1,1,0,0,0
inaccessible,4,1,0,1,0,0
dated,3,2,0,5,0,0
delirium,6,1,0,13,0,0
improbable,1,0,0,3,0,0
ravings,4,4,0,0,0,0
insanity,3,2,0,5,3,0
elude,1,1,0,1,0,0
credited,1,0,0,3,0,0
relatives,2,4,0,1,6,0
arrest,1,1,0,33,0,0
scaling,1,0,0,2,0,0
overhanging,1,0,1,2,0,0
servants,5,10,3,70,13,0
rising,8,10,5,47,7,4
indelible,2,0,0,3,1,0
venerable,4,0,0,3,0,1
parent,2,0,0,5,24,1
mantel,1,0,0,0,0,0
piece,3,11,18,65,11,1
historical,1,1,0,2,9,16
painted,4,2,2,11,2,1
represented,1,0,0,6,18,1
kneeling,1,8,2,7,0,0
garb,2,1,0,10,0,0
sentiment,4,0,0,14,10,1
flowed,4,0,2,6,0,0
alleviate,1,0,0,6,0,0
sinking,2,6,0,10,0,0
cease,7,3,3,15,11,2
accusations,1,0,0,1,3,0
crept,7,4,4,3,1,0
desolated,2,0,0,0,0,0
minutely,2,1,0,2,1,0
named,1,3,3,51,3,0
requires,5,0,0,13,10,3
overtake,1,0,0,10,1,1
winds,8,1,2,3,4,0
confine,2,2,0,5,2,0
completes,1,0,0,1,0,0
appalling,5,3,0,3,1,0
wrongfully,1,0,0,0,0,0
confused,5,2,0,9,12,0
today,2,0,4,89,1,1
happening,1,3,0,1,2,0
apparel,2,0,0,1,2,0
pocket,4,13,13,104,0,0
judged,3,0,4,1,6,0
magistrate,13,0,2,64,0,0
deposition,3,0,0,4,0,0
apprehended,1,0,0,1,2,0
charged,3,0,1,20,3,0
suspicion,4,9,1,21,3,1
shake,4,1,3,16,0,0
faith,2,14,4,17,15,0
earnestly,6,2,1,15,3,0
mournful,5,1,0,20,0,0
greeting,1,1,0,1,0,0
topic,1,2,0,5,0,0
papa,3,0,0,0,0,0
says,1,44,74,45,76,0
unfortunately,3,0,0,31,3,0
depravity,1,0,0,0,0,0
ungratitude,1,0,0,0,0,0
valued,3,0,0,3,3,0
forbid,2,1,0,5,8,0
speech,8,5,3,16,20,1
calmed,4,2,0,5,0,0
guiltless,5,0,0,0,0,0
circumstantial,2,0,0,5,0,0
convict,1,0,0,1,2,0
publicly,2,0,0,5,0,0
astounding,1,0,0,1,0,0
vulgar,1,1,0,6,8,0
exist,6,1,0,19,18,2
monument,1,0,0,7,1,0
rash,2,0,0,4,0,0
candour,2,0,0,0,0,0
allied,1,1,0,4,4,0
intellect,4,1,0,3,16,0
justify,1,0,0,6,0,0
convicted,1,0,0,4,0,0
rely,4,0,2,29,1,0
doubly,1,1,2,1,0,0
torn,5,9,2,14,0,3
condemned,11,0,0,32,8,0
sure,3,47,73,148,38,0
proved,6,10,9,37,11,1
cheered,2,1,1,2,1,0
assurance,1,4,2,20,2,0
acquittal,1,0,0,0,0,0
else,2,30,12,70,65,1
guilt,10,3,0,12,5,0
prejudiced,2,1,1,2,0,0
deadly,6,10,5,21,0,0
hopeless,3,1,1,3,1,0
dry,8,10,7,15,1,0
slightest,3,2,3,35,0,0
shadow,8,17,15,48,24,0
eleven,1,2,0,28,0,0
trial,10,3,2,34,12,1
mockery,6,1,0,2,1,0
lawless,1,0,0,0,9,0
devices,1,0,0,1,1,0
smiling,3,2,4,90,1,0
babe,1,0,0,1,0,0
aggravation,1,0,0,0,0,0
infamy,1,1,0,6,3,0
merit,1,0,0,23,4,0
qualities,6,5,1,6,62,0
ignominious,1,0,0,1,0,0
confessed,6,1,1,5,0,0
declaration,1,0,0,10,1,0
exculpated,1,0,0,0,0,0
dressed,5,6,2,67,0,0
engaging,2,0,0,0,3,0
solemnity,4,3,1,9,0,0
exquisitely,1,1,0,5,0,0
confident,1,1,0,3,4,0
execrated,1,0,0,1,0,0
thousands,3,8,1,7,2,0
spectators,1,0,0,22,3,0
enormity,2,0,0,0,1,0
constrained,1,1,0,5,2,0
adduced,2,1,0,0,0,0
sorrowful,7,4,0,11,1,0
attest,1,0,0,0,0,0
guiltlessness,1,0,0,0,0,0
advocate,1,0,0,1,1,0
stated,1,0,0,15,1,0
staggered,1,3,1,14,0,0
market,2,1,0,7,10,7
unintelligible,1,0,1,4,2,0
demanded,4,0,0,33,2,0
shown,4,9,4,20,32,0
hysterics,1,3,0,1,0,0
faltering,1,0,0,3,2,0
missed,1,4,3,7,1,0
murmur,3,1,2,9,2,0
indignation,7,1,1,6,5,1
defence,3,0,3,9,16,0
plead,1,0,0,9,1,1
audible,2,0,3,6,0,0
variable,1,0,1,0,5,0
pretend,3,4,0,8,2,1
protestations,1,0,1,3,0,0
acquit,1,0,0,0,1,0
borne,6,2,0,4,3,0
incline,1,1,1,2,1,0
judges,6,0,0,12,16,0
interpretation,2,0,0,1,9,1
doubtful,1,2,2,10,5,0
suspicious,1,6,1,7,2,0
ch,1,0,1,206,0,0
ne,2,0,0,12,0,0
nine,1,14,8,41,3,2
barn,2,0,1,0,0,0
cottage,51,0,1,1,0,0
bewildered,4,6,3,14,2,0
questioned,1,1,0,21,1,0
surprising,2,0,3,4,6,0
fatally,1,0,1,0,0,0
weighs,1,1,0,1,0,0
explaining,1,2,1,5,4,0
conjecture,4,1,0,2,5,0
probabilities,1,0,0,3,2,0
wicked,2,4,3,19,16,0
wantonly,2,0,0,0,0,0
stolen,1,4,1,9,0,0
jewel,1,0,0,9,0,0
beg,2,4,0,57,9,0
testimony,1,0,0,3,3,0
overweigh,1,0,0,0,0,0
pledge,1,2,1,7,0,0
salvation,1,3,0,4,10,0
timorous,1,0,0,1,0,0
dispositions,7,0,0,0,2,0
irreproachable,1,0,0,6,0,0
violently,6,0,1,27,2,1
address,3,8,0,45,4,0
indecent,1,0,0,0,0,0
pretended,1,2,2,15,1,0
warmly,1,4,2,7,0,0
acted,4,1,1,18,2,0
hesitate,1,4,1,8,4,0
perfect,5,4,4,60,71,1
bauble,1,1,0,0,0,0
chief,5,2,1,59,14,1
rests,3,1,0,1,5,1
willingly,4,2,1,14,4,0
appeal,1,3,3,14,10,3
interference,1,4,1,3,3,0
charging,1,0,1,0,0,0
blackest,1,1,0,0,0,0
ingratitude,3,0,0,1,0,0
hellish,7,4,0,0,0,0
sport,3,0,1,5,3,0
ignominy,4,0,0,0,0,0
popular,1,2,0,9,18,0
tortures,5,0,0,10,1,0
fangs,1,0,0,0,0,0
tore,5,4,2,12,0,0
forgo,1,0,0,0,0,0
unmingled,3,0,0,0,1,0
throat,3,43,6,22,1,0
parched,4,1,0,4,0,0
officer,1,0,5,58,1,0
ballots,1,0,0,0,0,0
expressions,2,1,1,3,6,0
sickening,4,0,1,1,0,0
glaring,1,0,0,3,0,1
condemn,2,2,0,5,4,0
criminal,8,9,0,23,5,0
unexpected,2,4,0,37,0,0
mad,7,29,3,67,9,0
suspicions,1,3,4,16,2,0
dire,1,1,0,1,1,0
relied,3,0,0,3,0,0
firmness,4,0,0,10,1,0
goodness,4,7,1,17,19,0
esteemed,2,0,0,5,5,0
betray,2,5,0,11,1,0
severity,3,0,0,6,4,0
guile,1,0,0,0,0,0
decide,4,6,1,8,6,0
refuse,8,8,1,40,20,0
prison,13,3,1,75,7,1
sitting,1,33,15,44,9,0
manacled,1,1,0,1,0,0
knees,2,23,13,45,5,0
rob,3,1,0,8,1,0
join,8,8,5,24,11,1
crush,4,2,0,12,0,0
suffocated,2,0,0,6,0,0
sobs,1,5,0,11,0,0
rise,10,15,8,34,13,3
kneel,2,0,0,0,1,0
declared,3,1,4,23,1,0
report,2,19,8,40,5,0
confession,1,0,1,14,3,0
lie,5,23,16,36,49,0
absolution,1,0,0,0,1,0
falsehood,3,0,0,2,29,0
heavier,1,1,1,0,2,0
sins,2,0,0,3,6,0
besieged,1,0,0,0,0,0
threatened,5,1,2,11,1,1
excommunication,1,0,0,0,0,0
obdurate,1,0,0,0,0,0
perdition,1,0,0,1,0,0
subscribed,1,0,0,0,0,0
blessed,6,12,13,13,15,0
honoured,1,3,0,0,15,1
perpetrated,1,0,0,1,1,0
consoles,2,0,0,0,0,0
distrusted,1,0,0,1,0,0
proclaim,2,0,0,4,2,0
prove,7,11,5,43,24,1
melt,1,3,0,1,1,0
stony,2,2,2,0,0,0
prayers,1,2,4,24,5,0
playfellow,1,0,0,0,0,0
scaffold,3,0,0,25,0,0
survive,5,2,0,1,2,0
shook,1,30,13,29,0,0
mournfully,2,0,0,5,0,0
past,14,35,12,141,26,9
raises,1,0,0,0,1,0
bitter,16,21,2,38,1,2
resigned,2,0,0,15,0,0
awaiting,1,0,0,23,2,0
submit,1,2,1,12,6,0
corner,3,22,23,77,3,2
talk,3,36,26,57,6,1
awful,3,31,1,7,1,0
boundary,5,0,0,2,0,0
gnashed,3,0,0,0,0,0
uttering,2,0,0,26,1,0
inmost,1,0,0,4,1,0
sincerest,1,0,0,0,0,0
removes,1,0,0,0,0,0
acknowledged,1,0,0,17,19,1
sufferer,2,1,0,12,1,0
comfort,6,36,2,9,1,0
resignation,2,1,0,13,1,0
hides,1,0,0,0,2,0
tarnish,1,0,0,2,0,0
core,1,1,0,1,0,1
extinguish,7,0,0,4,2,0
stayed,2,4,4,9,0,0
cheerfulness,4,5,0,2,0,0
repressed,1,0,0,5,2,0
suppressed,1,1,0,1,3,0
bounty,1,0,0,0,0,0
rending,1,0,0,0,0,0
move,9,27,9,27,14,0
criminality,1,0,0,0,0,0
indignant,2,0,0,2,7,0
appeals,1,0,0,0,3,0
answers,1,1,1,10,25,0
unfeeling,3,0,0,2,0,0
purposed,1,0,0,0,0,0
avowal,1,0,0,7,0,0
revoke,1,0,0,1,0,0
sentence,5,1,0,12,4,1
perished,2,0,3,10,5,1
murderess,1,0,0,0,0,0
voiceless,1,0,0,1,0,0
woe,6,6,0,11,1,0
thrice,1,0,0,11,9,0
accursed,4,1,1,13,1,0
ye,5,31,5,2,3,0
ones,1,10,2,18,30,6
wail,1,7,0,0,0,0
lamentations,1,0,0,4,2,0
kinsman,1,0,0,1,1,0
vital,1,6,0,2,1,0
drop,3,5,5,21,4,0
sakes,1,0,0,0,3,0
mirrored,1,0,0,0,0,0
fill,5,5,3,14,14,0
serving,1,0,1,5,2,1
bids,1,0,0,3,7,0
countless,1,1,1,3,1,0
pause,5,30,8,10,2,0
torments,3,0,0,0,1,0
prophetic,2,0,1,0,6,0
graves,2,8,0,4,1,0
hapless,2,0,0,2,0,0
victims,4,1,1,11,5,0
arts,2,0,0,7,92,0
succession,1,0,0,4,12,0
calmness,2,4,0,28,0,0
follows,1,3,0,13,38,0
deprives,1,0,0,1,1,1
freely,1,13,1,14,0,0
remove,3,4,0,21,1,0
deeds,2,5,1,7,10,0
mischief,5,2,2,6,4,0
description,2,5,1,21,24,0
overflowed,3,0,0,2,0,0
virtue,12,1,1,8,154,0
begun,2,14,15,14,4,1
intentions,5,2,0,22,3,0
thirsted,2,0,0,0,0,0
serenity,1,0,0,3,0,0
satisfaction,1,1,0,23,13,1
gather,2,5,1,4,7,0
preyed,4,0,0,1,0,0
complacency,1,0,0,2,0,0
deathlike,1,0,0,2,0,0
perceptible,1,1,0,8,0,0
deduced,1,0,0,0,0,0
inspire,4,0,0,8,4,0
awaken,2,1,0,8,0,0
dispel,2,0,0,4,0,0
brooded,2,0,1,0,0,0
augmenting,1,0,0,0,0,0
immoderate,1,0,0,0,0,0
discharge,1,1,0,7,0,0
society,15,3,0,57,37,70
inapplicable,1,0,0,0,0,0
terror,10,25,14,71,5,0
shutting,2,2,0,6,0,0
impossibility,1,1,0,7,7,0
walls,4,7,2,43,5,1
water,17,60,54,71,24,2
sails,2,11,9,13,1,0
carried,11,22,19,81,30,5
middle,2,3,11,29,30,13
unquiet,1,0,0,0,0,0
restless,4,5,0,7,1,0
bat,1,11,0,0,2,0
frogs,1,0,0,1,1,0
interrupted,6,10,11,42,3,0
croaking,1,0,1,0,0,0
plunge,3,1,3,7,0,0
calamities,1,0,0,0,2,0
surviving,1,0,2,0,1,0
base,6,2,0,14,9,0
desertion,1,0,5,1,0,0
unprotected,2,0,2,1,0,0
malice,7,2,0,3,2,0
revisit,2,0,0,5,0,0
unalterable,1,0,0,3,1,0
lest,6,38,3,23,22,0
perpetrate,1,0,0,0,1,0
wickedness,6,3,2,4,10,0
obscure,8,2,1,8,3,0
signal,2,4,6,35,0,0
efface,1,0,0,2,0,0
abhorrence,6,0,0,0,4,0
inflamed,4,0,0,2,0,0
thoughtlessly,1,0,0,0,0,0
crimes,13,0,3,24,9,0
revenge,24,2,1,29,0,1
pilgrimage,4,0,0,1,5,0
peak,1,3,4,1,1,0
andes,1,0,0,0,0,0
precipitated,1,0,0,0,1,1
wreak,3,0,0,0,0,0
utmost,6,9,0,19,12,0
avenge,1,0,0,13,0,0
desponding,3,0,0,0,0,0
ordinary,2,8,1,21,32,1
tribute,2,0,0,3,1,0
banks,8,3,4,10,0,0
talked,5,9,3,27,2,0
prospects,2,0,3,11,0,0
wean,1,0,0,0,0,0
dimming,1,0,0,0,0,0
quenched,2,0,0,0,0,0
injustice,6,0,0,0,146,0
imaginary,2,0,0,0,17,0
remote,3,1,0,2,6,0
monsters,2,3,1,2,1,0
thirsting,1,0,0,0,1,0
assuredly,4,0,0,14,22,0
jewels,3,0,1,17,0,0
benefactor,3,0,0,15,1,0
unfit,2,0,0,0,3,2
confirms,1,0,0,1,1,0
edge,3,23,5,7,2,0
precipice,2,4,0,1,0,0
crowding,1,1,0,1,1,0
abyss,1,1,0,12,0,0
assassinated,1,0,0,14,0,0
escapes,1,0,0,4,0,0
discourse,3,1,0,4,11,0
kindly,3,12,4,7,3,0
taking,9,34,9,109,31,1
affected,3,6,2,24,19,0
makes,1,19,2,55,75,2
centre,1,6,5,28,7,0
rendering,1,0,0,8,1,0
reap,1,0,0,4,1,0
fondly,2,1,0,5,2,0
prized,1,0,0,0,0,0
suffice,1,1,1,6,1,1
chase,2,1,2,4,1,0
lurked,1,0,0,1,0,0
destroyer,6,0,0,0,0,0
beneficial,2,2,0,1,6,0
wounded,1,4,13,29,6,0
deer,2,1,1,0,0,0
dragging,1,0,0,6,2,0
fainting,1,3,2,9,0,0
untrodden,1,0,0,1,0,0
brake,1,0,0,0,0,0
gaze,1,0,0,35,3,0
arrow,1,1,11,5,0,0
pierced,1,3,1,9,3,0
type,2,7,0,4,13,0
cope,2,3,0,0,1,0
whirlwind,1,0,0,2,0,0
drove,3,19,1,24,0,0
access,2,1,0,6,0,0
bending,1,5,2,9,1,0
valleys,1,3,1,0,0,0
eternity,1,2,1,5,5,0
ephemeral,1,0,0,0,0,0
valley,9,7,0,4,1,0
chamounix,5,0,0,0,0,0
boyhood,2,0,0,0,0,0
nought,3,2,0,0,1,0
enduring,1,1,0,2,1,0
horseback,2,0,0,14,5,0
mule,2,1,0,0,0,0
footed,1,0,0,0,0,0
liable,1,2,0,2,19,0
injury,4,4,0,5,10,0
epoch,2,0,0,2,2,4
sensibly,3,1,0,0,0,0
lightened,1,0,2,0,0,0
plunged,3,2,3,19,2,0
ravine,3,0,0,0,0,0
arve,3,0,0,0,0,0
overhung,3,0,2,3,0,0
raging,1,1,2,0,1,1
dashing,4,3,0,3,0,0
waterfalls,1,0,0,0,0,0
mighty,13,11,6,3,9,0
omnipotence,2,0,0,0,0,0
bend,3,0,1,5,0,0
almighty,1,5,0,8,0,0
displayed,3,4,0,23,2,0
guise,2,0,0,1,0,0
higher,5,3,11,12,93,1
ruined,4,4,2,23,4,1
castles,4,2,0,2,1,1
piny,2,0,0,0,0,0
impetuous,1,0,0,1,1,0
peeping,1,0,0,0,0,0
augmented,4,0,0,4,0,0
shining,2,8,9,6,1,0
pyramids,1,0,0,3,0,1
domes,2,0,0,0,0,0
towered,1,1,0,1,0,0
habitations,2,0,0,1,2,0
bridge,1,4,2,1,0,0
p,1,20,9,18,1,0
lissier,1,0,0,0,0,0
forms,10,11,1,19,63,6
overhangs,2,0,0,0,1,0
picturesque,3,5,0,18,0,0
servox,2,0,0,0,0,0
boundaries,2,0,0,1,0,0
fertile,2,0,0,2,2,0
glaciers,3,0,0,0,0,0
rumbling,1,0,0,2,0,0
falling,2,21,7,29,4,0
avalanche,5,0,0,1,0,0
smoke,1,8,9,22,5,0
surrounding,2,0,0,6,3,0
aiguilles,1,0,0,0,0,0
overlooked,1,0,1,4,1,0
tingling,2,4,0,0,0,0
recognised,2,6,0,0,3,2
reminded,1,4,0,17,6,0
associated,3,0,0,5,6,0
lighthearted,1,0,0,0,0,0
whispered,4,17,2,29,0,0
maternal,1,0,0,10,1,0
fettered,1,0,0,0,0,2
indulging,2,0,0,1,3,0
spurred,1,0,0,1,0,0
striving,1,3,0,11,4,0
fears,10,20,2,22,4,0
desperate,1,10,3,16,0,0
exhaustion,3,2,1,2,0,0
pallid,1,2,0,4,0,0
lightnings,1,0,0,0,0,0
played,6,4,1,29,2,1
rushing,2,11,0,13,1,0
noisy,1,1,0,12,1,0
lulling,1,0,0,0,0,0
lullaby,1,0,0,0,0,0
keen,2,4,0,5,5,0
pillow,1,8,1,6,0,0
giver,1,0,0,0,1,0
roaming,1,1,0,0,0,0
arveiron,1,0,0,0,0,0
glacier,5,0,0,0,0,0
barricade,1,0,0,1,0,0
abrupt,1,0,0,0,0,0
wall,1,32,9,102,21,0
pines,3,0,11,1,0,0
scattered,4,5,2,9,6,2
solemn,8,11,2,21,6,0
glorious,6,3,0,7,11,0
imperial,1,0,0,9,0,0
brawling,1,0,0,0,0,0
waves,14,11,3,31,5,0
cracking,1,3,2,0,0,0
reverberated,1,0,0,0,0,0
accumulated,4,0,0,2,0,2
anon,1,0,0,0,1,0
littleness,1,0,0,0,0,0
subdued,3,1,0,4,1,0
tranquillised,1,0,0,0,0,0
slumbers,1,0,0,0,0,0
ministered,1,0,0,0,0,0
assemblance,1,0,0,0,0,0
congregated,1,0,1,0,0,0
unstained,1,1,0,0,0,0
glittering,3,2,0,7,0,0
pinnacle,1,0,1,0,0,0
pine,1,5,7,7,0,0
woods,12,5,22,2,0,0
ragged,2,1,1,3,0,0
bare,7,6,5,13,1,3
eagle,2,1,0,7,2,0
clouds,13,20,2,18,5,0
inspiriting,1,0,0,0,0,0
pouring,1,2,0,8,1,0
torrents,2,0,0,1,1,0
mists,3,1,0,0,1,0
hid,9,8,3,13,0,0
misty,1,1,0,2,0,1
veil,3,2,1,21,8,1
cloudy,2,1,0,3,0,0
retreats,1,0,0,0,0,0
montanvert,2,0,0,0,0,0
moving,3,19,7,14,10,0
wings,1,12,1,17,6,0
soar,1,0,0,0,1,0
solemnising,1,0,0,0,0,0
causing,1,0,0,1,0,0
precipitous,2,0,0,0,0,0
cut,5,35,45,47,11,2
windings,3,0,0,3,0,0
enable,3,0,0,11,10,0
surmount,2,0,0,1,0,0
perpendicularity,1,0,0,0,0,0
terrifically,1,0,0,0,0,0
desolate,8,4,1,4,2,0
spots,1,0,0,0,0,0
traces,2,6,0,19,7,0
strewed,2,0,0,3,0,0
leaning,5,4,4,40,2,0
jutting,1,1,0,0,0,0
transversely,1,0,0,0,0,0
intersected,1,0,0,0,0,0
ravines,1,0,0,0,0,0
stones,4,6,3,28,9,0
roll,1,5,1,5,2,1
speaking,2,32,13,84,87,0
produces,1,1,0,7,3,2
concussion,1,2,0,0,0,0
speaker,1,0,1,8,11,0
sombre,1,0,0,12,0,0
rivers,5,2,3,1,2,1
wreaths,1,3,0,2,0,0
uniform,3,0,1,23,1,0
impression,3,3,0,28,9,0
sensibilities,1,1,0,0,0,0
apparent,5,5,0,19,7,0
brute,1,7,0,5,4,0
impulses,3,0,0,2,4,0
hunger,12,3,0,27,15,0
moved,14,43,10,40,6,0
blows,3,1,8,10,4,0
poison,3,5,1,56,1,0
wand,1,0,0,0,0,0
ring,1,18,1,41,10,0
pollutes,1,0,0,0,0,0
embrace,1,1,0,12,1,0
er,1,0,0,0,18,0
mutability,1,0,0,0,1,0
noon,4,17,6,6,0,0
rock,10,13,12,57,4,0
overlooks,1,0,1,0,0,0
dissipated,1,1,0,1,0,0
surface,2,2,11,13,5,1
uneven,1,0,0,0,0,0
descending,1,1,0,20,4,0
interspersed,2,0,0,1,1,0
rifts,2,1,0,0,0,0
sink,7,3,2,8,1,3
width,1,1,0,0,0,0
crossing,1,11,1,10,0,0
majesty,2,0,2,52,0,0
recess,3,0,0,3,0,0
stupendous,3,1,0,4,0,0
wound,6,17,5,25,3,0
dependent,2,0,1,2,6,3
peaks,2,2,5,2,0,0
sunlight,1,9,2,3,0,0
swelled,3,1,0,5,0,0
wander,4,1,0,1,2,0
beds,1,2,1,7,9,0
superhuman,1,0,0,7,3,0
crevices,1,2,0,8,0,0
caution,1,4,1,6,3,0
exceed,3,0,0,1,7,0
faintness,1,0,1,1,0,0
seize,5,4,1,7,2,0
gale,1,1,0,2,0,0
abhorred,12,2,0,0,0,0
rage,25,8,1,17,2,0
resolving,4,0,0,3,0,0
combat,2,0,0,7,0,0
bespoke,1,0,0,2,0,0
unearthly,3,0,1,4,0,0
ugliness,2,0,0,0,3,0
overwhelm,2,2,0,3,0,0
furious,2,2,3,10,2,0
detestation,3,0,0,0,2,0
fierce,2,16,2,6,8,0
arm,6,27,18,127,4,0
wreaked,1,0,0,1,0,0
begone,7,1,0,2,1,0
vile,1,2,1,0,3,0
insect,2,0,0,5,0,0
trample,2,0,0,2,1,0
dust,4,29,3,14,2,0
extinction,4,0,0,1,0,2
diabolically,1,1,0,0,0,0
hate,9,11,0,24,10,0
detest,1,0,0,4,1,0
spurn,2,0,0,0,0,0
thou,14,0,0,22,7,0
dissoluble,1,0,0,0,0,0
comply,8,0,0,8,0,0
conditions,1,6,0,9,20,50
glut,2,0,0,0,0,0
maw,1,1,0,0,0,0
satiated,3,0,0,0,0,0
negligently,1,0,0,4,0,0
sprang,4,11,8,44,0,1
eluded,4,0,0,1,0,0
vent,2,1,0,10,0,0
increase,6,2,2,16,17,7
accumulation,2,2,0,0,2,0
defend,2,0,2,15,10,1
hast,1,0,0,6,5,0
thyself,1,0,0,2,0,0
thine,3,0,0,1,1,0
supple,2,0,0,1,0,0
opposition,1,0,0,15,15,7
thee,10,0,0,18,3,0
lord,1,79,2,91,15,1
wilt,1,0,0,1,0,0
owest,1,0,0,0,0,0
equitable,1,0,0,2,0,0
clemency,1,0,0,2,0,0
adam,3,0,0,0,0,0
drivest,1,0,0,0,0,0
misdeed,1,0,0,0,0,0
everywhere,2,5,1,28,14,8
bliss,3,0,0,1,2,0
excluded,2,0,0,2,4,0
virtuous,4,0,0,1,10,1
community,1,1,0,0,43,5
fight,1,16,12,39,20,8
implores,1,0,0,0,0,0
glowed,1,1,2,0,0,0
abhor,5,0,0,0,1,0
caves,5,0,0,9,1,0
